"","Mycontrast.logFC","Mycontrast.t","Mycontrast.P.Value","Mycontrast.adj.P.Val","Mycontrast.B"
"TCN2",1.1280920025541,3.85703862981258,0.000175731933995067,0.000648023751028073,-0.180110705299199
"OXTR",4.76099791850216,3.77778934854709,0.000234881595070404,0.000835183656107637,-0.188760252168573
"THPO",-2.39609796960229,-3.60541967777693,0.000434986514483508,0.00142705345230134,-0.198898045916666
"PCOLCE",1.26854355741553,3.88199400766064,0.000160248550029645,0.000598095505061278,-0.210575468483809
"SLC38A5",-1.32126963196439,-3.73270395136099,0.000276506250747749,0.000960728519864356,-0.217501415748339
"FXYD1",3.26038439634429,3.58738465605567,0.000463406975975156,0.00150499207145982,-0.218683212726014
"CSPG5",-1.38644610275333,-3.67777404083199,0.000336679617271183,0.00113928593762533,-0.218817402890505
"KIF19",2.24310757770466,3.58462507916408,0.000467907164819879,0.00151737247493427,-0.222135326568165
"TNNT3",4.5334792558735,3.57971600960397,0.000476014687776019,0.00154064342807351,-0.22353472347888
"PCDHB15",1.1267291311436,3.65239750374416,0.000368482853257506,0.00123492175471839,-0.224682092476374
"OSCAR",-1.0059561157197,-3.7418955632512,0.000267490463074338,0.000931850004459337,-0.226614069612184
"PRICKLE2",1.14247356210269,3.81493491798325,0.000205125964534243,0.000742956922187945,-0.227943637685825
"ANO7",-1.1114691023774,-3.67939896342938,0.000334734251619809,0.00113336525813902,-0.237871250423683
"MBOAT1",-1.03882409664003,-3.84282081138719,0.000185178672799922,0.000677571631586221,-0.24907179622177
"GSPT2",1.11494250469679,3.75031242639857,0.000259479563856007,0.000907287026791444,-0.273493906805052
"ZNF667",1.82917341156428,3.65081163156327,0.000370561804950577,0.00124092716813492,-0.2823360603961
"TAL1",1.59078462420887,3.64449602376894,0.000378951545949407,0.00126581870852224,-0.287864105793999
"TJP3",-2.11631062482264,-3.85528451187308,0.000176872148451849,0.000651865012859724,-0.293905221288807
"ISLR2",1.45891206179681,3.6552766157459,0.000364736710475521,0.00122358808729757,-0.310722911614656
"RPS6KA5",1.0494446213372,3.81151565390156,0.000207707775944912,0.00075127982053776,-0.313879401071726
"APOL3",1.15184931457963,3.83224669371494,0.000192515254453873,0.000701120102306411,-0.322044904901648
"DIO1",-3.0510666345314,-3.63946779866244,0.000385759107372507,0.00128412026805021,-0.326407035362
"ITSN1",1.28242538263352,3.84936093831889,0.000180774794902297,0.000662934249942976,-0.331368922889465
"FN1",-1.95606491131884,-3.75092376327221,0.00025890665919879,0.000905762561570383,-0.344572403998231
"CSRNP3",2.55265281557806,3.61857028397326,0.000415308957040943,0.00136860593041313,-0.344936744700032
"GABRE",3.41493863582634,3.62969936550924,0.000399315847306638,0.00132381557898124,-0.346486752721974
"SELP",2.12776646294811,3.68655650726267,0.000326291074158841,0.0011083843908076,-0.359783800351528
"KLRB1",1.26331814528008,3.60515729913931,0.000435387928162889,0.00142766237361169,-0.362802361602295
"HSPB2",2.14099307626671,3.56676792214954,0.000498039077952144,0.00160290806139256,-0.369068592918942
"CPNE7",-2.45097577033087,-3.65754758305432,0.000361807277491511,0.00121468462027155,-0.370108018226366
"FAM155B",-1.85720812961596,-3.63712249891602,0.000388973699535112,0.0012924437515191,-0.386373225521877
"SH2D2A",-1.34526517229682,-3.62038466149756,0.000412660977674852,0.00136055753690904,-0.390928309634796
"AQP7P1",5.22952330773055,3.5429194887339,0.000541140109399401,0.00172318286100204,-0.396530516636534
"LGALS2",1.35342082325239,3.5589902034395,0.000511726899090769,0.00164097397039989,-0.397638655054654
"CSRP2",1.24279154928983,3.73849405296016,0.000270793942818611,0.000942613695720349,-0.399220487611676
"SYN2",3.20932742276552,3.5462988287055,0.000534825934867146,0.00170800915863558,-0.402033685282179
"MYEOV",4.30119641711212,3.56700146969036,0.000497633449322034,0.00160199225498293,-0.416305437449533
"QPRT",-1.55873630553822,-3.77016021102117,0.000241479985707054,0.000854055517479294,-0.4210171629009
"RIC3",3.08724059803998,3.56133941076512,0.000507555661993544,0.00163036391450269,-0.42848929466555
"SHROOM1",-1.67856493499601,-3.79904809275168,0.00021738554047694,0.000781717477873625,-0.442837194393967
"TRIM72",-3.10750015743795,-3.52540661977905,0.000575002471459218,0.00181701879624478,-0.444283905316601
"COL6A2",1.23982416356673,3.76168306226064,0.000249017899217384,0.000876546254997001,-0.448292009746295
"ME3",1.14420899651859,3.71207109101151,0.000297803945758942,0.00102397193511865,-0.453119548747608
"LDLRAD2",1.95044188111268,3.59471990413743,0.000451642650801645,0.0014714808945473,-0.456224200075186
"LRRN4CL",3.3486593513528,3.54892510801498,0.00052996681930609,0.0016937176295263,-0.467473532847391
"CLIC2",1.18807204109055,3.71918696984098,0.000290289139715443,0.00100177767542385,-0.467616131702507
"PHLDA2",-1.484351311841,-3.67937854577804,0.000334758629643058,0.00113336525813902,-0.470010930971028
"NDRG1",1.20363660960401,3.79602630488535,0.000219794785433939,0.000788745540026157,-0.478009826610148
"RHCG",3.48478044799979,3.48737681364139,0.000655524110574407,0.00204124252930336,-0.479287269088787
"C14orf132",1.53417374255247,3.73791583301752,0.000271359328696456,0.000944333318775067,-0.485175657573922
"TMC3",-2.20327726561827,-3.52358135685719,0.000578644292115985,0.00182721781121399,-0.488524489285902
"CDH7",-2.95505481841041,-3.50492123320381,0.00061714191801914,0.00193447162220119,-0.492624850922246
"CYP21A2",-2.04280548063629,-3.55844681792533,0.000512696320329767,0.00164368427775216,-0.495721433981697
"SRCIN1",-1.34770057509673,-3.77530680410731,0.000237009727923787,0.000841619890005266,-0.497318598429628
"NPM2",1.83867324682974,3.50738415604241,0.000611926103899291,0.00192065905471512,-0.503182866579187
"CDS1",-1.19969346998688,-3.80104228218833,0.00021580934270156,0.000776549745250025,-0.50862167479965
"ENO2",-1.19216458954302,-3.77516773635517,0.00023712948150671,0.00084181920306286,-0.51477166692093
"SLFN13",1.83787617200622,3.6385792863641,0.000386973985084456,0.00128741584024452,-0.525580880750944
"CXorf57",1.4578680335057,3.53262242100181,0.00056081545544969,0.00177898568474103,-0.525898249665796
"MAP2",1.05613593439219,3.69779798883068,0.000313435948421616,0.001069935767174,-0.536188290517315
"PRRG4",-1.22157407312614,-3.78511124682243,0.000228710049587732,0.000816751056975784,-0.536264398452049
"OXCT1",1.01541173717404,3.78091241732307,0.00023223011883412,0.000827311982308626,-0.548955557538294
"NGEF",-1.17367603078382,-3.66311051017918,0.000354725067272685,0.00119270239759377,-0.554115136258721
"ANGPT4",3.43649925459494,3.46744846918973,0.000701840264826586,0.00216811780152243,-0.55589536344332
"SLC25A25",1.28068179584115,3.75141460564544,0.00025844754204276,0.00090439551144347,-0.56100583507839
"CNR1",2.72937718867843,3.49596593693292,0.000636461433224786,0.00198702718805973,-0.57104461737821
"NME5",-1.38467937273599,-3.61427852348871,0.0004216365276072,0.0013866947294981,-0.574290697838199
"MEX3A",-1.6755733197321,-3.75759840508352,0.000252729136246156,0.00088673009856083,-0.579604817886292
"PRR15L",-2.03003014418885,-3.77135706220906,0.000240433337825921,0.000850808636741043,-0.580375620056965
"PDE8B",1.56922521632886,3.68968363809733,0.000322665848218953,0.00109719656586609,-0.582196437455208
"MYOZ2",3.15890697495568,3.46516019144996,0.000707351036025369,0.00218208476513212,-0.586177091319989
"SLC26A4",1.3844433232809,3.51420560727105,0.000597695732618943,0.00187884067691125,-0.605863501525649
"MS4A15",-3.39365911491169,-3.45084307668554,0.000742763747408478,0.00227963515239192,-0.610167529162854
"CTTNBP2",1.64721878116799,3.53836368123615,0.000549763653811982,0.00174811893861724,-0.63738341269184
"IFFO1",1.01610194722509,3.65084761145986,0.000370514515534523,0.00124092716813492,-0.639876403439302
"PLS1",-1.16240340107723,-3.7053190232458,0.000305104548605614,0.00104365002135493,-0.655573770182115
"HPX",-2.08612957801304,-3.63691650642456,0.000389257249441633,0.00129273661329374,-0.685213556326837
"MPP6",1.2142645827448,3.58143805152496,0.000473155700442408,0.00153326550883015,-0.694024875862988
"CYP7B1",1.26761135056044,3.55153069621729,0.000525187105639245,0.00168087822803891,-0.694882880492609
"IL1RL2",1.76664745553114,3.46909141754942,0.000697908517551164,0.00215697911602884,-0.696140385977228
"TRIM67",-2.59378983670423,-3.4444226940404,0.000759178996359969,0.00232531961510138,-0.700879324331265
"ADM",2.11184989415051,3.61548317351451,0.000419851320708156,0.00138151027711754,-0.702277130463226
"ISLR",1.24580576249033,3.72935705051574,0.000279860055546382,0.000971106319153993,-0.71637680605861
"C3orf52",-1.11499564588933,-3.68186951669154,0.0003317968524867,0.00112535353890067,-0.716964429080164
"PTGIS",2.19960326438497,3.66377210121053,0.00035389156461835,0.00119052613563829,-0.726401817833054
"CSMD1",2.82927895739178,3.43662815871867,0.000779565248730136,0.00237933744081855,-0.729205305710268
"CES1",3.61498824818986,3.59686281975253,0.000448259365997566,0.00146225830165527,-0.736865246596674
"DOC2A",-1.99887032261684,-3.53582460616072,0.000554625782337356,0.00176188564852474,-0.742275283256576
"AKAP7",1.00237435564583,3.57471428111386,0.000484411360286186,0.00156532554107568,-0.748450853877176
"LPIN1",1.08709108885245,3.70936859330087,0.000300705916785027,0.00103153746045701,-0.751241581765264
"EPHB1",2.79574517577229,3.51565389945758,0.000594714764586545,0.001871710525748,-0.759176158514465
"DSE",1.05440368327802,3.69748732849001,0.000313784669782891,0.00107049363010272,-0.764027587628981
"DBNDD1",-1.38086457581549,-3.72193123182803,0.000287439298466651,0.000993500354878111,-0.765344514686302
"S100G",3.41146652775108,3.41659483815102,0.000834343116937516,0.00253018422649559,-0.768107140886942
"S100A4",1.58991802755636,3.72018595621907,0.000289248636207089,0.000998707908574113,-0.770886140480692
"MRAP2",2.55010003987282,3.40019129823247,0.000881862385517063,0.00265481711553499,-0.771780306750571
"SH3KBP1",1.13813763644693,3.70692667022058,0.00030335108592601,0.0010384574949255,-0.772105868881176
"CBWD3",-1.07390729247276,-3.47000507126556,0.000695731011437841,0.00215125426789766,-0.782373771192143
"NKX6-1",-2.51386300329984,-3.41391354809262,0.000841942733146132,0.00254985238585181,-0.783958951938755
"SCUBE3",-2.40308116413516,-3.60202098722711,0.000440213322007666,0.00144027261708294,-0.786161644376675
"RANBP17",-1.11500898848706,-3.59068908586339,0.000458071974178806,0.00148985995338244,-0.791229467784287
"ZNF90",-1.27753692995694,-3.51413941621737,0.000597832306688561,0.00187884067691125,-0.793030213446696
"FGFBP2",4.8920869349807,3.39539535785498,0.000896227793054592,0.00269377326894714,-0.795252172034169
"PID1",2.12359602758067,3.54575608708046,0.000535835328420288,0.00170967253501715,-0.800396732629435
"BIK",-1.56017669549249,-3.62281485685452,0.000409139215324555,0.00135049793407673,-0.800764315413892
"BFSP1",-1.23199389963383,-3.49620290307291,0.000635942974875077,0.00198587715378148,-0.803563507567225
"PPP4R1L",1.07570785362453,3.51430699916585,0.000597486584479201,0.00187884067691125,-0.812300551563249
"MASP1",4.56340580880777,3.37179673178046,0.000970163007750632,0.00288714052081615,-0.81241513622853
"HOXA10",1.79244288494966,3.5156778225325,0.000594665642230005,0.001871710525748,-0.816074447581761
"EMILIN3",4.05395500886979,3.39090378183014,0.000909880103109225,0.00272799085525451,-0.82529319651383
"EGFL7",1.22963685102597,3.68891610739603,0.00032355208705157,0.00109964491748763,-0.829851902545163
"CRIP1",-1.22327879722922,-3.60665262161819,0.000433104903215819,0.0014215854563256,-0.835485993188028
"SPEG",1.79911471321493,3.62523519075451,0.000405659964982734,0.00134148637757724,-0.838932015402074
"ANKRD29",1.37349390387777,3.5191758072771,0.000587524017555557,0.00185207072319559,-0.854618801767028
"LEF1",-1.21512312206641,-3.64099017294013,0.000383685911454352,0.00127937205001324,-0.855999414489928
"ARHGAP28",1.51189134848435,3.51170599183028,0.000602873698678147,0.00189378487825512,-0.87818388622755
"PAPPA2",2.55735310859011,3.37764808114879,0.000951315877291517,0.00283679521578636,-0.880264868372179
"JUP",-1.02047995368661,-3.63277706138324,0.00039499677456129,0.00131103172884288,-0.883147557944846
"SOX7",1.52423325940885,3.50513973721544,0.000616677499728131,0.00193393221116447,-0.901074750844669
"HERC2P2",1.29523964070579,3.59831993884926,0.000445972505572445,0.00145551608811766,-0.903696978784549
"SLC1A4",-1.15007704082044,-3.67997628550844,0.000334045642109917,0.00113211011546012,-0.917487992187
"TMEM88",1.52147034466368,3.46177186378684,0.000715585712134052,0.00220389072561584,-0.920560491216611
"SIGLEC9",-1.03906913706051,-3.47260839886125,0.000689561466935687,0.00213517148818771,-0.920574894710466
"TNFRSF8",1.93550298662047,3.37674048342498,0.000954216599917472,0.00284416306229062,-0.925665023001871
"FRMD4A",1.01154746814447,3.64983267519543,0.000371850666626673,0.00124461324820074,-0.928899578722135
"SLC16A7",2.61924742470945,3.53275543023445,0.000560557065455356,0.00177859245396638,-0.93392664262934
"TRH",-2.69104195994909,-3.36628813638918,0.000988225070182523,0.00293389504907417,-0.93431065597594
"CYP39A1",1.92905005340122,3.41597004154669,0.000836108216430853,0.00253379473467627,-0.944164470120306
"PLCB1",1.27058464295059,3.62585252535617,0.000404777023719589,0.00133923600921077,-0.944893388036757
"GRIK4",-1.59502814465544,-3.40800779247087,0.000858911000484356,0.00259221064037603,-0.945465191504351
"PMP22",1.07859640501692,3.66968663592247,0.000346521992256531,0.00116900369187817,-0.949039136564388
"MT2A",1.13587874620194,3.67309741093324,0.000342338351828576,0.00115636424126727,-0.950683638035605
"FST",1.51162005459083,3.55142031714618,0.000525388759506957,0.00168111697147196,-0.952717464521803
"PPM1E",-1.87623308824939,-3.39705644325757,0.000891227660020067,0.00267996208402852,-0.959393964809043
"PLA2G4F",-1.70174925111671,-3.52570329238635,0.000574412583366642,0.00181558836371812,-0.967668559573353
"SLC4A8",-1.62512531404198,-3.60357394407726,0.000437817736558136,0.0014338530872279,-0.973814852548909
"C4BPA",5.13065578315443,3.30819308887022,0.00119885607930949,0.00346787599154872,-0.990042270526096
"CMBL",-1.13828562462346,-3.65311205701877,0.000367549737744549,0.00123240004564068,-0.990079673780022
"CPXM1",1.95540940036393,3.59270875718481,0.000454839797983385,0.00148043920470312,-0.99080511676502
"KCNH3",2.3664347631977,3.35214574150874,0.00103604801570427,0.00305912771608642,-0.990836621790513
"ASXL3",2.01610007784774,3.31099541953112,0.00118780092751385,0.00344342551970548,-0.991237794166355
"GPR160",-1.13309755042378,-3.64479473648784,0.000378550720959395,0.00126543824886654,-1.00853772774367
"PELI1",1.00176856023274,3.61158285198285,0.000425657315286384,0.00139922284187681,-1.01475474652197
"NFIL3",1.15974046295805,3.59190055611942,0.000456130610030975,0.00148391052405209,-1.01483826649975
"ZBED3",1.01202047716434,3.6402705130479,0.000384664641509381,0.00128198938836539,-1.01533486409048
"PODN",1.96161198873072,3.62918574201309,0.000400040967627388,0.00132522334568803,-1.01686426289866
"IL16",1.10685191183006,3.5687251471234,0.00049464935805396,0.00159354897891696,-1.02398223780948
"EVC",1.34404883773555,3.58729608285032,0.000463550780709776,0.00150508966369842,-1.02993327212257
"GRK5",1.00976252995695,3.56323931139421,0.000504205668445765,0.00162157151171753,-1.04384451941607
"WSCD1",1.49261269019475,3.40492827084284,0.000867885658414934,0.00261810194858367,-1.04390984120847
"GRIN2D",-1.13309151323678,-3.47033317341473,0.000694950606150116,0.00214934349461715,-1.04697680065282
"DENND2A",1.70473336356716,3.46168379844591,0.000715800933681975,0.00220404052910082,-1.04727146347044
"CD99",1.05935994312736,3.63211450065973,0.00039592283282882,0.00131289599026519,-1.05017162034603
"HBB",4.1163434406991,3.51423199317119,0.000597641297950883,0.00187884067691125,-1.05492088456514
"HIST1H3E",-1.57938440318275,-3.38410148100885,0.000930927385708707,0.00278415466553162,-1.055119487521
"GPD1",4.86099358037331,3.47819269927995,0.000676500386992852,0.00209915023928293,-1.05809175044839
"C1QTNF1",1.82232820368896,3.60184960778823,0.000440478447794042,0.0014407837682974,-1.06027729519112
"EPHA7",2.5993709618823,3.32930495428607,0.00111788098880223,0.00326649367553937,-1.06052638224342
"RASGEF1C",3.19917855821683,3.28663327650015,0.00128717830733221,0.00369028303018689,-1.06139216107482
"EGR3",2.66818583590399,3.51550919213686,0.000595011980232392,0.00187220059701659,-1.06607226208413
"FMOD",1.62997582399816,3.62447828993014,0.000406745002494097,0.00134440248013974,-1.06697727727032
"WISP3",2.05568019801237,3.3052349595301,0.0012106300594711,0.00349658291134297,-1.07191363628391
"NOX5",-1.55246631547221,-3.36499346588469,0.000992515589258919,0.00294438873575891,-1.07604666918188
"KCNAB1",1.42298313708926,3.45814875980093,0.000724490532723498,0.00222768632081446,-1.0762942284443
"ALX4",4.74508393018224,3.29442167907359,0.00125459420265263,0.00361016439654132,-1.08134850977065
"PIGR",5.76133195946254,3.52708658057294,0.000571669638673782,0.00180821443683787,-1.08603005472798
"PCDHB5",1.31345369035808,3.37701174272511,0.000953348776578369,0.0028422166883525,-1.09490961801482
"GRIN2B",3.8054615942102,3.26503357331212,0.00138172296871053,0.00391888029989474,-1.10929735623155
"KLF5",2.07808212956901,3.57459020177563,0.000484621423409436,0.0015654360481275,-1.10981070668411
"CD1C",1.90365984760542,3.30970899488088,0.00119286397809664,0.00345213770687725,-1.11243907744787
"SESN3",1.55304562628834,3.61036683288248,0.000427482916286836,0.00140452606540629,-1.1150736090795
"MSMB",-2.83590269676677,-3.33135149255927,0.00111030937794517,0.00324652008388784,-1.1167605698659
"GATA6",1.24869858321117,3.46924289392105,0.000697547062499638,0.00215636569718054,-1.12313409818802
"NAGS",-1.4784329348662,-3.47902688486839,0.000674569392109897,0.00209364945508,-1.12701150596634
"KBTBD12",3.38352014950661,3.25629121312654,0.00142179883573343,0.00401704471398443,-1.14247794364095
"CDH4",2.16029064581266,3.29726142822201,0.00124290637877025,0.00358276564215887,-1.1441205639179
"SLPI",2.84110893636893,3.51912135792009,0.000587634562465052,0.00185207072319559,-1.14433348241481
"PFKFB3",1.3601131515508,3.60436005476952,0.000436609780125164,0.00143060525033087,-1.15039176605207
"CNGA1",2.28701414420327,3.29547211867742,0.00125025890492918,0.00360082184830604,-1.15259346801051
"FBXL16",-1.97797293604743,-3.5709561424054,0.000490812020759059,0.00158311405330646,-1.15528999622096
"FAM102A",-1.03776730222345,-3.58640750246557,0.000464995783579072,0.00150904076834307,-1.15914573877247
"LY6D",5.06492318581427,3.24802285454606,0.00146069621009014,0.00410939220831441,-1.1596470364208
"CDCP1",-1.63516890087071,-3.59918027565667,0.000444627432001961,0.00145255939575752,-1.16388860411333
"OXER1",1.14392781718192,3.30993866343115,0.00119195858374456,0.00345169709378951,-1.16474624085828
"ARHGAP29",1.01432215189529,3.604760242204,0.000435996051334683,0.0014293022188328,-1.17322263477779
"MYOCD",2.38831928684316,3.26804740781754,0.00136815311999483,0.00388543244773927,-1.17557817278148
"TNFAIP3",1.02887955243354,3.57544824425395,0.000483170534336482,0.00156265689068834,-1.17688268780545
"OLFML3",1.2175564433323,3.58794541599264,0.000462497519382044,0.00150276299713023,-1.18016658944997
"COL28A1",1.4176588950901,3.36379309778195,0.000996509161756078,0.00295373222779441,-1.18452725115212
"PHLDA1",1.65000967663364,3.58388004992727,0.000469129170874329,0.00152096252385157,-1.19533059711676
"HHATL",3.85386849415474,3.25955826131539,0.00140669723909779,0.00397862573118914,-1.20000810078098
"GPC4",-1.40937315039476,-3.59367019594262,0.00045330873149141,0.00147618208869378,-1.20249321210216
"SH2B2",-1.00110535579661,-3.44437334564058,0.000759306476092262,0.00232531961510138,-1.20618358650851
"TNFRSF10C",-1.41043662659897,-3.35827782531661,0.00101505227632476,0.00300411150267049,-1.21287828440567
"P2RY12",2.05906817108047,3.29590842121091,0.00124846234249753,0.00359721368762734,-1.21790137378512
"PTGFR",2.99528270580237,3.28945647380239,0.00127527680248979,0.00365933363126056,-1.2180168803571
"LDHD",2.10160698682874,3.47606825818673,0.00068144158591846,0.00211299592765108,-1.22083555081207
"LLGL2",-1.18664656791505,-3.57971834807041,0.000476010794359545,0.00154064342807351,-1.22593389015357
"ADRA1A",5.22491791602477,3.22429936629996,0.00157787260553018,0.00439050103969922,-1.22869425541755
"C9orf66",1.2838546838596,3.27815520711988,0.00132354441740558,0.00377735465631865,-1.23205824235229
"HIST1H3H",-3.05025169500321,-3.28915294541618,0.00127655141604182,0.00366143820171709,-1.24195094849968
"MMP2",1.32309672119633,3.5603974905864,0.000509224266457214,0.0016341368589608,-1.24275714109297
"GFAP",3.06603873969895,3.22706483390486,0.0015637761115487,0.00435677442238384,-1.24443528955843
"MTSS1",-1.17798331735684,-3.5774660551675,0.000479774682385133,0.00155243306985515,-1.25160248973642
"KLRD1",1.17298414772865,3.32422916966091,0.00113686873788732,0.00331611778460916,-1.25421587256887
"SGCG",4.17512537306025,3.24302522384098,0.00148468525323108,0.00416719026205232,-1.25817346742657
"ABCB5",4.04235606598876,3.21040582086219,0.00165049950483352,0.00455712832814115,-1.25843173677856
"HIST1H2BG",-2.0870702314769,-3.35496059387818,0.00102636025268094,0.00303390806595655,-1.25855574790833
"CD99L2",1.05732332654184,3.56816566452286,0.00049561610022109,0.00159627473759134,-1.26682316907418
"OAS3",-1.22255032228471,-3.57600472857606,0.000482231749143089,0.00156000202271692,-1.26696314786945
"FAM181B",2.21042815274364,3.22179603782588,0.00159073478690365,0.00442257028063085,-1.28106960253102
"LILRA2",-1.21457695378491,-3.34494232512987,0.00106123068454605,0.00311886787810503,-1.28892742967833
"ZNF154",1.16534056230173,3.39139384605137,0.000908381120484983,0.0027241139177554,-1.29282389567392
"IRX1",3.01942441068548,3.3733816972169,0.000965023622519364,0.00287313851250083,-1.29542362824193
"RADIL",1.44782468786753,3.41671372512936,0.000834007647829589,0.0025297467190356,-1.29550308295319
"LMO7",-1.11170757310398,-3.5447452357789,0.000537720099704838,0.00171476853198234,-1.30482569511009
"TNN",2.21651730405303,3.3867811247413,0.00092258232968617,0.0027629440480031,-1.30772924740771
"SOCS3",2.08178473038739,3.54585179237898,0.000535657205020954,0.00170967253501715,-1.31271374651983
"ANGPTL7",6.08135002813089,3.19141277166019,0.0017548220121811,0.00480904101971172,-1.314045683205
"LONRF3",1.73035009114366,3.23857303006347,0.00150636472841168,0.0042226084155964,-1.31916766589763
"FAM180B",5.06236275559781,3.19241804296571,0.00174915023906937,0.00479548421324635,-1.32293307969084
"FCER1A",1.9813238446888,3.26908500624234,0.00136351013921005,0.00387553225604472,-1.32326079558788
"SNHG9",-1.11329280183468,-3.38554003921687,0.000926438619552526,0.00277323741522613,-1.32413932559461
"PRRX1",1.28303232570927,3.54335303648516,0.000540326133052197,0.0017214194718068,-1.33395621830404
"USP2",1.42502912291276,3.34891495669048,0.00104727269127796,0.00308538521004202,-1.33402007260886
"FEZ1",1.29494286988521,3.37794004835992,0.000950384493833351,0.00283465672630953,-1.33660704435097
"SORBS2",1.51646887479098,3.54876489518674,0.000530262048375126,0.00169425191066199,-1.33697622840726
"SCN5A",2.15135820816,3.19758362187225,0.00172027365213686,0.00472969941853421,-1.34189838906612
"S100A7",-4.12283223221655,-3.19218644056332,0.0017504554346644,0.00479806833562144,-1.34194332178774
"L3MBTL4",1.34065280777217,3.32223710771153,0.00114440276322529,0.00333441818106889,-1.34206354713062
"CSF1",1.01032752408852,3.54574087070869,0.000535863653746212,0.00170967253501715,-1.34315616724766
"KCNQ5",-1.7340067260144,-3.32047594556894,0.00115110234993663,0.00334971451412291,-1.3448721864808
"CCDC153",-1.21480318707916,-3.28303998644478,0.0013024761409394,0.00372606742070686,-1.34598255769405
"DNASE1L3",2.54610054114172,3.22793088033836,0.00155938575011149,0.00434820502839308,-1.35310194422433
"BMP6",1.98808131499947,3.31006639735497,0.00119145531163957,0.00345099501495252,-1.35650033514384
"HYAL1",1.41559732114768,3.29396246943867,0.0012564938234532,0.00361484448317228,-1.35966802654375
"CA6",4.9830411193411,3.17805220986347,0.00183184396989147,0.00498501183990827,-1.3659191173278
"HOXD8",1.23296960363973,3.40840240520488,0.000857767288356633,0.00258994043638672,-1.37011231821278
"ATP1A2",4.02783551980588,3.30670245500034,0.00120477568596062,0.00348271511928008,-1.37713463488049
"DPP4",2.01155685291127,3.37447181746453,0.00096150362156552,0.00286330281722561,-1.37900101481957
"G0S2",3.99301460813637,3.39955188160179,0.000883765101512254,0.00265933501435266,-1.38380914732542
"CNRIP1",1.47722594756512,3.40975150014875,0.000853867960574243,0.00257993308663115,-1.39287442011264
"CD300C",-1.1408277334182,-3.28311580707037,0.00130215160283209,0.00372594460576803,-1.39496861549978
"ZNF853",1.10791811723204,3.4435553651324,0.000761422461163089,0.0023309533974199,-1.39637642966931
"UBE2Q2P1",1.27410340504837,3.22742250042102,0.00156196155347333,0.0043526535411203,-1.39851625386602
"SOX6",1.68054784575628,3.30970151469368,0.00119289347712515,0.00345213770687725,-1.40159904064698
"BMPER",2.73012442576049,3.20801954127139,0.00166328212643694,0.00458954865795354,-1.40314758255045
"SPATA18",1.27122109488751,3.41081539637959,0.000850804677072719,0.00257302781310837,-1.41005466652506
"PHKG1",1.61568280269816,3.25172795871415,0.00144314503740002,0.00406866652244612,-1.41175199424517
"LYVE1",4.25071229764748,3.30031686096225,0.00123044440899132,0.00354993675869257,-1.41240283985843
"ANKDD1A",1.26849885444358,3.3265562907263,0.00112812621691269,0.00329279461195054,-1.41561798259682
"KCNK13",-1.0397879978261,-3.26804410519951,0.00136816792185151,0.00388543244773927,-1.41735225604808
"PDGFRL",1.78992665848424,3.4388398227893,0.000773729137273677,0.00236261486620541,-1.42591789518947
"CCDC141",2.26525436557035,3.16716320865387,0.00189692791145803,0.00514519335721631,-1.42756899933664
"IGF1",2.45078514200447,3.2787198186071,0.00132109307440206,0.00377198585831109,-1.43940963059873
"TWIST2",3.08936225626753,3.22952964933991,0.0015513110309112,0.00432933901075428,-1.44478338313136
"SEMA6D",1.8585557477333,3.33893724854718,0.00108266037686197,0.00317409249861749,-1.44569582846459
"B3GAT1",3.17587314990516,3.18267490803826,0.00180484624279759,0.00491761133411345,-1.44620073064811
"NAP1L3",1.004536029246,3.27504479848121,0.00133712494974052,0.00381245925424323,-1.44728677925438
"BOK",1.37535825771091,3.50642555678263,0.00061395121323734,0.0019258389052497,-1.44827158946247
"CDC14A",1.34670584098491,3.42160978896551,0.00082030154442951,0.00249217215484428,-1.44891941667329
"CORIN",-1.33804334319001,-3.33160059239712,0.00110939105876607,0.00324455196696152,-1.45001577660188
"DNM1",1.35407991014878,3.42534659848505,0.000809983127019915,0.00246251993419129,-1.45348647618398
"EPDR1",1.72874736965318,3.39958056212112,0.000883679674366614,0.00265933501435266,-1.46073919512723
"CHST7",1.00719962880103,3.34380784492645,0.0010652485469109,0.00312998079595341,-1.46357246975792
"GOLGA8A",2.16369516548318,3.35774300171955,0.00101686749781634,0.00300786359570938,-1.47051506910696
"BCL2A1",-1.51892517877956,-3.27395570256329,0.00134191075444228,0.00382399767220025,-1.47160476805963
"OVOL2",-1.80050687608301,-3.45277325355056,0.00073789431198303,0.00226574138822174,-1.47446130026246
"CAMK2D",1.04903533383296,3.46849998232833,0.000699321494065255,0.00216084135637025,-1.47521015612292
"CNTFR",3.06302663510967,3.32154368611869,0.00114703622811389,0.00334061992827975,-1.47580025969378
"SEC14L5",1.73918146142282,3.15514115612054,0.00197127407351792,0.00531741636426415,-1.47648135875421
"CXXC4",-1.22143898029418,-3.37956931379,0.000945202749975511,0.00282174584497427,-1.48277238126519
"ITPR1",1.32481758532401,3.49940041835843,0.000628985851094577,0.00196716375683228,-1.51198574569437
"KLHL11",-1.04402350741183,-3.33544857979042,0.00109529514796667,0.0032074048486599,-1.52903474623207
"TRNP1",1.39452239436785,3.35260746962763,0.00103445306164598,0.00305578219661486,-1.5373820055894
"SLC22A17",1.23146047705925,3.48282580423773,0.0006658408812172,0.00206947162306431,-1.53899996089974
