"","logFC","AveExpr","t","P.Value","adj.P.Val","B","ensembl_gene_id","hgnc_symbol"
"IQCN",-1.62034946300176,3.48885852894665,-13.6097320075923,8.43934457403472e-38,3.14277300181229e-37,74.2291689306394,"ENSG00000130518","IQCN"
"LSM4",1.83237797821336,6.55888023581361,23.0461590701567,5.80266606937238e-89,6.8854356631335e-88,191.690281833887,"ENSG00000130520","LSM4"
"HRC",-3.20371335801205,0.324062546417067,-23.4869196750456,1.54570548002772e-91,1.92172064776362e-90,197.96031860274,"ENSG00000130528","HRC"
"TRPM4",1.11279399291759,5.73928490815255,7.13124038491718,2.37499597667169e-12,4.13319912412295e-12,16.0837694679149,"ENSG00000130529","TRPM4"
"SULT4A1",3.14377137052956,0.156572899226812,8.33830004051515,3.67829492512554e-16,7.25797492974716e-16,25.7904552766373,"ENSG00000130540","SULT4A1"
"CRB3",5.97211660956327,3.3185712505451,14.1591981345922,1.93040236988402e-40,7.69470030573287e-40,81.0309924814746,"ENSG00000130545","CRB3"
"OLFM1",-4.13449700019259,1.44008629496838,-32.1233015925466,2.37213476868081e-142,8.09728899610556e-141,314.647424007794,"ENSG00000130558","OLFM1"
"ZBTB46",-1.52048091630835,3.5587113462352,-18.3288626926511,3.91583196471881e-62,2.66084366811804e-61,130.081230156583,"ENSG00000130584","ZBTB46"
"SAMD10",3.3505790146035,3.53586970197325,20.4750854412286,3.88777451661901e-74,3.41118968276587e-73,158.110635775073,"ENSG00000130590","SAMD10"
"LSP1",-1.17982712875411,4.87962512827346,-10.5517145555937,2.43323790244368e-24,6.17801582712156e-24,43.2695649033385,"ENSG00000130592","LSP1"
"TNNT3",-5.24941260077362,-1.20776332055916,-27.3835674345807,1.71447151046594e-114,3.38297811731418e-113,250.706977562357,"ENSG00000130595","TNNT3"
"COL5A1",-2.75548581431103,6.65543148241228,-15.9638646875723,1.66343255475689e-49,8.39561749207884e-49,100.94434492268,"ENSG00000130635","COL5A1"
"CYP2E1",-2.09070363198827,1.25304859384361,-14.7918055770429,1.49057412337028e-43,6.50164652011699e-43,87.784035019617,"ENSG00000130649","CYP2E1"
"PNPLA7",-3.56886057592821,2.67692793611102,-38.5075046430521,9.15421010071554e-179,6.57106529986754e-177,398.375911529439,"ENSG00000130653","PNPLA7"
"PAK4",1.14252168683633,6.21398614516331,16.4038170149564,8.50808244663096e-52,4.53426465373003e-51,106.233424857131,"ENSG00000130669","PAK4"
"MNX1",4.55503224192064,-0.284053199616804,8.5789963330727,5.60544688484923e-17,1.13679583783775e-16,27.7361554259447,"ENSG00000130675","MNX1"
"ZNF337",-1.53080166412158,4.78722095891556,-26.8161415399414,3.86265335235991e-111,6.97476836699937e-110,242.649171821196,"ENSG00000130684","ZNF337"
"GATA5",-4.82950582317473,-1.16614207605734,-23.3139422089948,1.58622706668521e-90,1.93486424644687e-89,195.665639643181,"ENSG00000130700","GATA5"
"RBBP8NL",7.56601363891767,2.08697019603676,13.9457131209145,2.08334643529069e-39,8.10613693303045e-39,78.7003845048081,"ENSG00000130701","RBBP8NL"
"FIBCD1",3.45115936960326,-1.5856508615826,11.1735089728602,6.8574422099733e-27,1.87718713855248e-26,50.2273503483092,"ENSG00000130720","FIBCD1"
"CHMP2A",1.01461983388502,6.72991315681632,14.0425032652579,7.1034991063864e-40,2.79068321875446e-39,78.823086810068,"ENSG00000130724","CHMP2A"
"YIPF2",1.1400554271659,6.6697535456152,20.6209073029998,5.752232329375e-75,5.12180645846289e-74,159.436467285431,"ENSG00000130733","YIPF2"
"NPAS1",1.74447956785505,-0.400908432802325,10.1011937243475,1.47173221465517e-22,3.53503511707934e-22,40.2736698853718,"ENSG00000130751","NPAS1"
"MAP3K10",-1.21453273950842,3.99778953864999,-20.0847691766823,6.35281252104368e-72,5.30709333355196e-71,152.539769464041,"ENSG00000130758","MAP3K10"
"ARHGEF16",4.5708933013803,4.09397222604982,15.2873687189994,4.83924963161148e-46,2.24080253050701e-45,93.7499527024217,"ENSG00000130762","ARHGEF16"
"SMPDL3B",8.09391724257718,4.12569792350042,14.3483238602979,2.30700354358522e-41,9.44847682807162e-41,83.1584355762241,"ENSG00000130768","SMPDL3B"
"ATP5IF1",1.4504001216114,6.85024993475706,16.7539871423011,1.21863239645596e-53,6.79341799021455e-53,110.433696649605,"ENSG00000130770","ATP5IF1"
"MED18",1.52212057384213,4.01057612169565,17.3308009004437,1.02680526615298e-56,6.15483307818088e-56,117.969326618928,"ENSG00000130772","MED18"
"THEMIS2",1.18140498637255,4.03343463043194,7.168201246036,1.84631995217647e-12,3.22440517879597e-12,16.7207134991426,"ENSG00000130775","THEMIS2"
"CLIP1",-1.38827545453387,5.80778543696429,-20.1565312706304,2.49427773686769e-72,2.10793055059027e-71,153.349353393968,"ENSG00000130779","CLIP1"
"ANGPTL6",-1.00394329861935,2.79827992686576,-13.1428687478424,1.32252175859855e-35,4.61467234151521e-35,69.4236697939104,"ENSG00000130812","ANGPTL6"
"C19orf66",-1.17007536800729,4.75620989687092,-14.6108295173975,1.17841603042545e-42,5.00611564021215e-42,85.2277963835428,"ENSG00000130813","C19orf66"
"DUSP9",4.12616989199301,-0.92510611561523,9.64314400041591,8.31831316408971e-21,1.8964362373705e-20,36.4184324238428,"ENSG00000130829","DUSP9"
"HSD17B3",-1.38900596093709,-0.334458156010327,-7.60584372560507,8.62719958771388e-14,1.57295121154482e-13,20.1386880768364,"ENSG00000130948","HSD17B3"
"HABP4",-1.23727808905187,4.0864445250807,-18.1695341387265,2.92205396131775e-61,1.93947440058088e-60,128.02021793567,"ENSG00000130956","HABP4"
"FBP2",1.94218088599168,-2.80751998910956,7.61484997842112,8.0873757724542e-14,1.475453358424e-13,20.6290753132497,"ENSG00000130957","FBP2"
"RGN",-3.50951747683795,0.0876428168272411,-25.0275350173522,1.38955639525775e-100,2.05407052563398e-99,218.745535213287,"ENSG00000130988","RGN"
"ULBP2",2.40586173553493,-0.610194177991,9.2321025635229,2.75330178026392e-19,6.00248005913554e-19,32.8869273267225,"ENSG00000131015","ULBP2"
"AKAP12",-2.68848798672621,5.22906238530876,-16.4673294298283,3.95085341166951e-52,2.12045341722311e-51,106.952488719884,"ENSG00000131016","AKAP12"
"SYNE1",-3.35760963738486,5.61883538441435,-25.3872183849918,1.05468781116221e-102,1.62373517123587e-101,223.242836751135,"ENSG00000131018","SYNE1"
"ULBP3",3.84141570004402,0.277874630942964,15.7313977616195,2.62790940516374e-48,1.28507495806759e-47,99.006007566734,"ENSG00000131019","ULBP3"
"EPS8L1",3.91279769076236,5.29101401918578,11.4553245175375,4.43546854384583e-28,1.25434302545887e-27,52.4674614719993,"ENSG00000131037","EPS8L1"
"RBM39",-1.05200069127244,7.95824999848059,-19.3501443595827,8.5958399541565e-68,6.57331154407505e-67,142.951514405691,"ENSG00000131051","RBM39"
"COX4I2",-2.18228930389438,-0.160014232250127,-15.3307258507744,2.9176743098209e-46,1.36077521353492e-45,94.1702901292741,"ENSG00000131055","COX4I2"
"GGT7",-1.21723025115746,4.58020171415084,-14.2017919984604,1.19801727426994e-40,4.80391156668749e-40,80.6377365639081,"ENSG00000131067","GGT7"
"EDA2R",-3.5491049352084,0.898545703606594,-29.856404853855,4.45057572756144e-129,1.14839337893275e-127,284.181862795203,"ENSG00000131080","EDA2R"
"C1QL1",-2.00706260223481,0.049842091177829,-8.78382822784691,1.093500678112e-17,2.27043593956763e-17,28.8660698373074,"ENSG00000131094","C1QL1"
"GFAP",-1.02986293742023,-0.718617174915048,-5.65545960669344,2.2224242090468e-08,3.34475802229538e-08,8.04395944819389,"ENSG00000131095","GFAP"
"PYY",4.02778441250527,-0.273942102994859,8.05918123789564,3.08816052800546e-15,5.92398373364119e-15,23.7762037445776,"ENSG00000131096","PYY"
"HIGD1B",-2.3936013769681,-0.108064032586204,-27.497462446123,3.64080698525246e-115,7.26620094322181e-114,252.253122162492,"ENSG00000131097","HIGD1B"
"ZNF428",1.04611458820122,5.7613819068651,13.5619861730202,1.42197829754908e-37,5.25499310257387e-37,73.6492698967271,"ENSG00000131116","ZNF428"
"COX4I1",1.11283775611503,8.27343344957481,15.2919687782699,4.58647689778928e-46,2.12488490114577e-45,93.0110001266649,"ENSG00000131143","COX4I1"
"GINS2",2.937287842739,2.99576870235582,13.7194627798901,2.53393769670113e-38,9.5981488042471e-38,76.0640344976691,"ENSG00000131153","GINS2"
"COX7B",1.54724348398308,6.71487284748377,17.7096270932287,9.30804502988794e-59,5.88901811593527e-58,122.206073076044,"ENSG00000131174","COX7B"
"F12",3.5447977935507,1.66713466637166,11.0894316175155,1.53806680762893e-26,4.16591604432787e-26,49.2936895156473,"ENSG00000131187","F12"
"PRR7",2.51821743734903,3.09865305042761,13.5420130212547,1.76822997420542e-37,6.51939028536571e-37,74.089882975423,"ENSG00000131188","PRR7"
"NFATC1",-1.15197513728116,3.2599517228919,-10.8858631985241,1.0682183826183e-25,2.82146172743958e-25,46.6283722791145,"ENSG00000131196","NFATC1"
"IDO1",5.713429930878,4.36393609897338,9.39721177827226,6.84612075142996e-20,1.52123419448653e-19,34.0873083842159,"ENSG00000131203","IDO1"
"RAB11FIP4",4.30076034063995,5.2177189522257,15.858609979674,5.81776527820925e-49,2.89279588790775e-48,100.324869398482,"ENSG00000131242","RAB11FIP4"
"HAUS8",1.49107644806579,3.49064374161477,12.3261544535405,7.02971824034811e-32,2.20340296974649e-31,61.123172300808,"ENSG00000131351","HAUS8"
"SH3BP5",-2.49161226597318,5.55654639409647,-24.5895806798174,5.25552220235619e-98,7.32790357919256e-97,212.418466832462,"ENSG00000131370","SH3BP5"
"RFTN1",-1.68995875744099,4.58851716174336,-16.9645011264482,9.31180380356676e-55,5.33067915148064e-54,113.005044609242,"ENSG00000131378","RFTN1"
"GALNT15",-5.21861254046395,0.215768202103615,-43.1961769612201,2.71410427384101e-204,3.72772605107155e-202,457.118721863113,"ENSG00000131386","GALNT15"
"KCNC3",3.1308409249094,3.24502040188683,9.21012776727726,3.30882820340022e-19,7.20008612174527e-19,32.4171357228129,"ENSG00000131398","KCNC3"
"NAPSB",3.35439357625953,2.75813141581314,6.61937056914328,6.93679792076035e-11,1.14354565855612e-10,13.6547197150349,"ENSG00000131401","NAPSB"
"LRRC4B",-2.92556905093184,1.99297431632841,-23.6884517740053,1.02242746621715e-92,1.29703289405278e-91,200.493769724267,"ENSG00000131409","LRRC4B"
"PDLIM4",-1.79304311317392,4.6988121387828,-16.3597007548425,1.44839352944669e-51,7.66747445649121e-51,105.66582037787,"ENSG00000131435","PDLIM4"
"GFPT2",-3.28382771218248,2.38953418147618,-33.6215527818896,4.83657749454462e-151,2.00867669612719e-149,334.602959047323,"ENSG00000131459","GFPT2"
"TUBG1",1.35433892112107,5.53374026371207,14.2457593158172,7.3152885854539e-41,2.95508519675943e-40,81.2771318857969,"ENSG00000131462","TUBG1"
"AOC3",-4.63030720936681,3.12563994573994,-41.1654301284284,2.24277581048308e-193,2.34255918935667e-191,431.986594463853,"ENSG00000131471","AOC3"
"VPS25",1.12213908617808,5.55314736131756,19.393077842325,4.94493888072339e-68,3.79976074433736e-67,143.624686050181,"ENSG00000131475","VPS25"
"RAMP2",-1.0159212510945,4.1240386853654,-10.7799119784131,2.89979764464488e-25,7.55393821916677e-25,45.4835083359476,"ENSG00000131477","RAMP2"
"AOC2",-1.25754739145381,0.361852260609253,-11.1322422653992,1.01994898784333e-26,2.77897066462843e-26,49.4740839502396,"ENSG00000131480","AOC2"
"NDUFA2",1.70694086253412,6.05243337107404,17.6422240182962,2.15575960403509e-58,1.34680926838052e-57,121.476573680466,"ENSG00000131495","NDUFA2"
"ACAP3",-2.7611755849347,5.29258164478869,-38.7623920947614,3.50887399429454e-180,2.63815901217585e-178,401.561198408794,"ENSG00000131584","ACAP3"
"TMEM204",-2.0667572953035,3.96711972084445,-25.1765142252658,1.84140737673231e-101,2.77611658360775e-100,220.424375825903,"ENSG00000131634","TMEM204"
"KREMEN2",4.19396997509038,0.616308352031561,12.8056877081163,4.76032606442002e-34,1.58765521112196e-33,66.4805774242436,"ENSG00000131650","KREMEN2"
"BARX1",1.21119579598508,-1.13458388584228,3.04388624823074,0.00241833504867729,0.00294718215986012,-2.76096230674134,"ENSG00000131668","BARX1"
"CA6",1.96005731634605,-4.00037832048655,5.73951717986411,1.38612013336547e-08,2.10134655712619e-08,8.96998314141151,"ENSG00000131686","CA6"
"MAP1B",-1.75777902842485,5.47559099617333,-11.6449201166551,6.84686572366353e-29,1.98026660284966e-28,53.6468052175394,"ENSG00000131711","MAP1B"
"WDR44",-1.08446997910273,3.5551512990821,-20.1046355715734,4.90462739294503e-72,4.10909777210087e-71,152.884478717162,"ENSG00000131725","WDR44"
"CKMT2",-1.39927048641512,1.54300814523232,-9.67993479635828,6.04717024281378e-21,1.38517124813396e-20,36.1066902824475,"ENSG00000131730","CKMT2"
"TNS4",2.85693087685371,0.997429733142401,8.09761387093821,2.31191488290993e-15,4.45550008867505e-15,23.9012101951859,"ENSG00000131746","TNS4"
"TOP2A",6.36751599967473,5.95393516155161,15.3032485284336,4.0209930319677e-46,1.86736372355198e-45,93.9122356827624,"ENSG00000131747","TOP2A"
"PPP1R1B",4.70644992948956,4.09315210779715,7.34378044715478,5.50044390540124e-13,9.78124610479292e-13,18.3659596850257,"ENSG00000131771","PPP1R1B"
"PRKAB2",-2.14034576186372,4.48254687181402,-33.1240648468974,3.64583140922526e-148,1.43878364866779e-146,327.870719036887,"ENSG00000131791","PRKAB2"
"CLUHP3",-1.19895041053446,3.28488607360995,-15.8029494952597,1.12615293416528e-48,5.56157577311578e-48,99.2628362623903,"ENSG00000131797","CLUHP3"
"RAI2",-1.96426882848253,4.75317889741259,-13.002719427138,5.90581992854611e-35,2.02506815438628e-34,67.5540522265238,"ENSG00000131831","RAI2"
"MCCC2",1.71503519933967,6.66985254057055,17.6810794630703,1.32864064784501e-58,8.34851542520194e-58,121.871318933804,"ENSG00000131844","MCCC2"
"ZNF132",-1.37912554419597,1.45029975798411,-15.0647453577991,6.42721710829436e-45,2.89540155010275e-44,90.9644767968346,"ENSG00000131849","ZNF132"
"LLGL1",-1.00681695291211,5.36608256350361,-11.1731293316093,6.88256556642314e-27,1.8837688871037e-26,49.071380813038,"ENSG00000131899","LLGL1"
"NR0B2",1.65358290333559,-4.14189692281643,5.71854790984339,1.56023992231033e-08,2.36141127677737e-08,8.85115944069332,"ENSG00000131910","NR0B2"
"RHPN2",3.50312878517887,5.27892802058008,15.3935840469809,1.39926332582556e-46,6.58057433064847e-46,94.7781443924381,"ENSG00000131941","RHPN2"
"FAAP24",1.52082177322418,1.83188216137059,11.4150112904863,6.58118167738382e-28,1.85333471098815e-27,52.265057829122,"ENSG00000131944","FAAP24"
"GCH1",1.00422028820724,3.14441363027492,7.24647656877757,1.07934112490221e-12,1.90017634655524e-12,17.3992182344229,"ENSG00000131979","GCH1"
"ZSWIM4",1.10192027837132,4.82366534011016,9.13236504029007,6.32347582287061e-19,1.36206950825305e-18,31.2055609777042,"ENSG00000132003","ZSWIM4"
"FBXW9",1.69707469897915,4.0404914678313,12.1843673489841,3.00709892737848e-31,9.27055966600614e-31,59.6152094367134,"ENSG00000132004","FBXW9"
"ZNF20",1.08379490067044,3.32997626032181,11.4063963703398,7.15930246002615e-28,2.01353938745947e-27,51.9326528041367,"ENSG00000132010","ZNF20"
"SLC6A11",-1.3509592942339,-2.32241879354695,-4.31478790696976,1.8150274659467e-05,2.43123361146584e-05,1.74529011121351,"ENSG00000132164","SLC6A11"
"PPARG",-1.16370994733666,2.48317304497785,-7.20693199380617,1.41647403001779e-12,2.48242303884259e-12,16.9298186511766,"ENSG00000132170","PPARG"
"NUP210",4.12995311762665,5.94069434059584,18.8480850270469,5.36094689260617e-65,3.88012434222944e-64,137.016934113427,"ENSG00000132182","NUP210"
"TRIM22",-1.32127516606281,5.16312090458811,-10.3302704551263,1.85781475325509e-23,4.58811591972654e-23,41.2325846235401,"ENSG00000132274","TRIM22"
"RAMP1",-4.42853430999155,4.74667289606401,-29.4482270523325,1.12348791682422e-126,2.74852731180432e-125,278.431668934711,"ENSG00000132329","RAMP1"
"RAN",1.21116813907307,7.88249236346779,20.3404638533571,2.26154823991229e-73,1.95384774387271e-72,155.743090995719,"ENSG00000132341","RAN"
"PRKAA1",-1.10897431512001,5.46824119700722,-17.075655251223,2.38173455074566e-55,1.37976073625562e-54,114.332182493368,"ENSG00000132356","PRKAA1"
"SERPINF1",-2.88005974672024,5.94198993530892,-17.6834505100986,1.28995665613816e-58,8.11714067569191e-58,121.857852290151,"ENSG00000132386","SERPINF1"
"PNISR",-2.21054463820815,7.47137041678911,-29.1191566394056,9.75410905335531e-125,2.28377079486814e-123,273.955487509859,"ENSG00000132424","PNISR"
"POPDC3",-1.55449317999282,-1.01737941637839,-6.49870439927902,1.48996340541512e-10,2.42303110951482e-10,12.9052327224233,"ENSG00000132429","POPDC3"
"SEC61G",1.52176594212014,6.67107984906178,16.1615351286494,1.56746714112162e-50,8.11556228631179e-50,103.314625924176,"ENSG00000132432","SEC61G"
"DDC",1.55182325675282,-2.68609024891305,4.54178199041352,6.51301238711634e-06,8.89078690471673e-06,2.94839672912352,"ENSG00000132437","DDC"
"JCHAIN",2.93028532864965,4.4112602074981,5.36811834988635,1.06638158998929e-07,1.56336309246791e-07,6.21963789073764,"ENSG00000132465","JCHAIN"
"ZRANB2",-1.71243172020158,6.9809465656266,-32.2717640451549,3.24122010409814e-143,1.14215358132897e-141,316.468445239607,"ENSG00000132485","ZRANB2"
"EIF5A",1.63907824371432,8.28037349007067,25.726349071532,1.05366530956829e-104,1.69392479214743e-103,227.813849083477,"ENSG00000132507","EIF5A"
"CLEC10A",-1.29973955114678,0.506185821333225,-7.4951121571784,1.89957276542251e-13,3.42614494336314e-13,19.2560477851865,"ENSG00000132514","CLEC10A"
"SLC52A1",2.14403614094461,-0.0961556158095905,8.74422969712721,1.50337540673717e-17,3.10777165438687e-17,28.898159860968,"ENSG00000132517","SLC52A1"
"XAF1",-1.74199389495334,5.24666778339244,-11.2340076435702,3.82465113319675e-27,1.05409053114791e-26,49.6534308929826,"ENSG00000132530","XAF1"
"DLG4",-2.11573685111399,4.18570070283221,-27.8336089679674,3.76184086527005e-117,7.83028522827034e-116,256.507521351411,"ENSG00000132535","DLG4"
"RIDA",2.10489057497695,4.01312965683139,16.2451902089819,5.7448982738293e-51,3.000247323066e-50,104.848606289491,"ENSG00000132541","RIDA"
"VPS13B",-1.7425956985636,5.0965701038268,-27.688142897855,2.72072601740461e-116,5.55798842347364e-115,254.491731082251,"ENSG00000132549","VPS13B"
"RGS22",-2.83893698150007,0.92530890995782,-15.3647384950697,1.96080070662025e-46,9.18181120149719e-46,94.3570783730907,"ENSG00000132554","RGS22"
"MATN2",-2.81464028221437,5.70726801840407,-17.5683478734455,5.40417234003208e-58,3.3368133850329e-57,120.424692300216,"ENSG00000132561","MATN2"
"REEP2",-1.16987704565204,2.59557814092538,-8.60988339476472,4.38962650339221e-17,8.93236760367129e-17,27.1320555258158,"ENSG00000132563","REEP2"
"NIP7",1.12449151919733,4.62451799544809,14.4094136402378,1.15766988969428e-41,4.77494345848602e-41,83.263132833298,"ENSG00000132603","NIP7"
"MTSS1L",-1.70383631063167,5.86917007411411,-18.4286028620983,1.10911709952454e-62,7.63469990805307e-62,131.176112297532,"ENSG00000132613","MTSS1L"
"HSPA12B",-3.07441369559855,2.65002909685071,-36.9477865901486,4.97676073016552e-170,2.9627862599412e-168,378.283844842908,"ENSG00000132622","HSPA12B"
"ANKEF1",2.88591224616614,3.36685311235562,20.821442925356,4.13114211312113e-76,3.7846382289481e-75,162.630750666392,"ENSG00000132623","ANKEF1"
"PCED1A",-1.4139618778102,4.91409445512666,-21.4804914864748,6.88519012539342e-80,6.75468905271301e-79,170.752611510984,"ENSG00000132635","PCED1A"
"SNAP25",-3.84264584049541,0.691726673216881,-27.2204819713409,1.57668549987002e-113,3.0456395541786e-112,248.432640411836,"ENSG00000132639","SNAP25"
"PCNA",2.11537180853415,6.73205975481155,20.5998725461236,7.57950993522438e-75,6.72821332316126e-74,159.240005758846,"ENSG00000132646","PCNA"
"NES",-1.80618364606016,5.86200479811431,-12.1465350303058,4.4235016867801e-31,1.35652496347583e-30,58.6590964752188,"ENSG00000132688","NES"
"BCAN",-2.33881310992211,0.472930709704546,-14.1560004745126,2.00072658763845e-40,7.9731948522224e-40,80.7105145590187,"ENSG00000132692","BCAN"
